Instance,Opt Gap,Time(s)
inst_750commods_42_5.txt,0.007652792,45.9975528
inst_750commods_48_1.txt,0.004606581,28.6738685
inst_750commods_48_2.txt,0.009417243,86.5370275
inst_750commods_48_3.txt,0.005069454,37.5857151
inst_750commods_48_4.txt,0.008736782,97.8184057
inst_750commods_48_5.txt,0.005738539,49.1113939
inst_750commods_6_1.txt,0.002634761,1.0730363
inst_750commods_6_2.txt,0.004630351,0.9949303
inst_750commods_6_3.txt,0.00541219,0.8817288
inst_750commods_6_4.txt,0.006979951,2.9794243
inst_750commods_6_5.txt,0.007158509,0.9533078
